,0,1
19115,"('Butter Cheese maggi', 'Aloo Muttor')",0
19116,"('Butter Cheese maggi', 'Fish Finger')",0
19117,"('Butter Cheese maggi', 'Mix Paratha')",0
19118,"('Butter Cheese maggi', 'Kaju curry')",0
19119,"('Butter Cheese maggi', 'Masala')",0
19120,"('Butter Cheese maggi', 'Vegetable')",0
19121,"('Butter Cheese maggi', 'Paneer Handi')",0
19122,"('Butter Cheese maggi', 'Bhindi masala')",0
19123,"('Butter Cheese maggi', 'Muttor Pulav')",0
19124,"('Butter Cheese maggi', 'Vegetable Maggi')",0
19125,"('Butter Cheese maggi', 'Lassi')",0
19126,"('Butter Cheese maggi', 'Boiled Egg')",0
19127,"('Butter Cheese maggi', 'Vegetable Chesse Maggi')",0
19128,"('Butter Cheese maggi', 'Chicken Hot n Sour')",0
19129,"('Butter Cheese maggi', 'Chicken Soup')",0
19130,"('Butter Cheese maggi', 'Veg Raita')",0
19131,"('Butter Cheese maggi', 'Chicken Monchow')",0
19132,"('Butter Cheese maggi', 'Boiled Fry')",0
19133,"('Butter Cheese maggi', 'Punjabi Salad')",0
19134,"('Butter Cheese maggi', 'Tandoori Chicken Pahadi')",0
19135,"('Butter Cheese maggi', 'Fish Tikka Masala')",0
19136,"('Butter Cheese maggi', 'chicken masala full')",0
19137,"('Butter Cheese maggi', 'Hyderabadi Chicken Dum Biryani')",0
19138,"('Butter Cheese maggi', 'Veg Roll & Biryani Combo')",0
19139,"('Butter Cheese maggi', 'Vegetable cheese')",0
19140,"('Butter Cheese maggi', 'Veg Platter')",0
19141,"('Butter Cheese maggi', 'Chicken Reshmi Kebab')",0
19142,"('Butter Cheese maggi', 'Vegetable Cheese Half')",0
19143,"('Butter Cheese maggi', 'Curd')",0
19144,"('Butter Cheese maggi', 'Chicken Clear Soup')",0
19145,"('Butter Cheese maggi', 'Palak Corn')",0
19146,"('Butter Cheese maggi', 'Bread butter cheese')",0
19147,"('Butter Cheese maggi', 'Green Tea')",0
19148,"('Butter Cheese maggi', 'egg masala')",0
19149,"('Butter Cheese maggi', 'Palak Paneer')",0
19150,"('Butter Cheese maggi', 'Masala Cheese Half')",0
19151,"('Butter Cheese maggi', 'Egg Boiled Fry')",0
19152,"('Butter Cheese maggi', 'muttor paneer')",0
19153,"('Butter Cheese maggi', 'Veg Monchow')",0
19154,"('Butter Cheese maggi', 'Veg Soup')",0
19155,"('Butter Cheese maggi', 'Singapuri Noodles')",0
19156,"('Butter Cheese maggi', 'Veg Jalfrezi')",0
19157,"('Butter Cheese maggi', 'Veg Lemon Coriander')",0
19158,"('Butter Cheese maggi', 'Shimla cheese Paneer Half')",0
19159,"('Butter Cheese maggi', 'Bati')",0
19160,"('Butter Cheese maggi', 'Masala Mayo Cheese Half')",0
19161,"('Butter Cheese maggi', 'Mushroom Burger')",0
19162,"('Butter Cheese maggi', 'Paneer Bhurji')",0
19163,"('Butter Cheese maggi', 'Peanut chaat')",0
19164,"('Butter Cheese maggi', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19165,"('Butter Cheese maggi', 'Keema Kaleji')",0
19166,"('Butter Cheese maggi', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19167,"('Butter Cheese maggi', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19168,"('Butter Cheese maggi', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19169,"('Butter Cheese maggi', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
19170,"('Butter Cheese maggi', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19171,"('Butter Cheese maggi', 'Chicken Rara [8 Piece]')",0
19172,"('Butter Cheese maggi', 'Veg Chilly Garlic Noodles')",0
19173,"('Butter Cheese maggi', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19174,"('Butter Cheese maggi', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19175,"('Butter Cheese maggi', 'Paneer Lababdaar')",0
19176,"('plain maggi', 'Choclate Shake')",0
19177,"('plain maggi', 'Vegetable Mayo cheese')",0
19178,"('plain maggi', 'Chilly Chicken')",1
19179,"('plain maggi', 'Tandoori Malai Chicken')",0
19180,"('plain maggi', 'Aloo Muttor')",0
19181,"('plain maggi', 'Fish Finger')",0
19182,"('plain maggi', 'Mix Paratha')",0
19183,"('plain maggi', 'Kaju curry')",0
19184,"('plain maggi', 'Masala')",10
19185,"('plain maggi', 'Vegetable')",1
19186,"('plain maggi', 'Paneer Handi')",0
19187,"('plain maggi', 'Bhindi masala')",0
19188,"('plain maggi', 'Muttor Pulav')",0
19189,"('plain maggi', 'Vegetable Maggi')",1
19190,"('plain maggi', 'Lassi')",0
19191,"('plain maggi', 'Boiled Egg')",0
19192,"('plain maggi', 'Vegetable Chesse Maggi')",0
19193,"('plain maggi', 'Chicken Hot n Sour')",0
19194,"('plain maggi', 'Chicken Soup')",0
19195,"('plain maggi', 'Veg Raita')",0
19196,"('plain maggi', 'Chicken Monchow')",0
19197,"('plain maggi', 'Boiled Fry')",0
19198,"('plain maggi', 'Punjabi Salad')",0
19199,"('plain maggi', 'Tandoori Chicken Pahadi')",0
19200,"('plain maggi', 'Fish Tikka Masala')",0
19201,"('plain maggi', 'chicken masala full')",0
19202,"('plain maggi', 'Hyderabadi Chicken Dum Biryani')",0
19203,"('plain maggi', 'Veg Roll & Biryani Combo')",0
19204,"('plain maggi', 'Vegetable cheese')",0
19205,"('plain maggi', 'Veg Platter')",0
19206,"('plain maggi', 'Chicken Reshmi Kebab')",0
19207,"('plain maggi', 'Vegetable Cheese Half')",0
19208,"('plain maggi', 'Curd')",0
19209,"('plain maggi', 'Chicken Clear Soup')",0
19210,"('plain maggi', 'Palak Corn')",0
19211,"('plain maggi', 'Bread butter cheese')",2
19212,"('plain maggi', 'Green Tea')",0
19213,"('plain maggi', 'egg masala')",0
19214,"('plain maggi', 'Palak Paneer')",0
19215,"('plain maggi', 'Masala Cheese Half')",0
19216,"('plain maggi', 'Egg Boiled Fry')",0
19217,"('plain maggi', 'muttor paneer')",0
19218,"('plain maggi', 'Veg Monchow')",0
19219,"('plain maggi', 'Veg Soup')",0
19220,"('plain maggi', 'Singapuri Noodles')",0
19221,"('plain maggi', 'Veg Jalfrezi')",0
19222,"('plain maggi', 'Veg Lemon Coriander')",0
19223,"('plain maggi', 'Shimla cheese Paneer Half')",0
19224,"('plain maggi', 'Bati')",0
19225,"('plain maggi', 'Masala Mayo Cheese Half')",0
19226,"('plain maggi', 'Mushroom Burger')",1
19227,"('plain maggi', 'Paneer Bhurji')",0
19228,"('plain maggi', 'Peanut chaat')",0
19229,"('plain maggi', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19230,"('plain maggi', 'Keema Kaleji')",0
19231,"('plain maggi', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19232,"('plain maggi', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19233,"('plain maggi', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19234,"('plain maggi', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
19235,"('plain maggi', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19236,"('plain maggi', 'Chicken Rara [8 Piece]')",0
19237,"('plain maggi', 'Veg Chilly Garlic Noodles')",0
19238,"('plain maggi', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19239,"('plain maggi', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19240,"('plain maggi', 'Paneer Lababdaar')",0
19241,"('Choclate Shake', 'Vegetable Mayo cheese')",1
19242,"('Choclate Shake', 'Chilly Chicken')",0
19243,"('Choclate Shake', 'Tandoori Malai Chicken')",0
19244,"('Choclate Shake', 'Aloo Muttor')",0
19245,"('Choclate Shake', 'Fish Finger')",0
19246,"('Choclate Shake', 'Mix Paratha')",0
19247,"('Choclate Shake', 'Kaju curry')",0
19248,"('Choclate Shake', 'Masala')",0
19249,"('Choclate Shake', 'Vegetable')",1
19250,"('Choclate Shake', 'Paneer Handi')",0
19251,"('Choclate Shake', 'Bhindi masala')",0
19252,"('Choclate Shake', 'Muttor Pulav')",0
19253,"('Choclate Shake', 'Vegetable Maggi')",0
19254,"('Choclate Shake', 'Lassi')",0
19255,"('Choclate Shake', 'Boiled Egg')",0
19256,"('Choclate Shake', 'Vegetable Chesse Maggi')",0
19257,"('Choclate Shake', 'Chicken Hot n Sour')",0
19258,"('Choclate Shake', 'Chicken Soup')",0
19259,"('Choclate Shake', 'Veg Raita')",0
19260,"('Choclate Shake', 'Chicken Monchow')",0
19261,"('Choclate Shake', 'Boiled Fry')",0
19262,"('Choclate Shake', 'Punjabi Salad')",0
19263,"('Choclate Shake', 'Tandoori Chicken Pahadi')",0
19264,"('Choclate Shake', 'Fish Tikka Masala')",0
19265,"('Choclate Shake', 'chicken masala full')",0
19266,"('Choclate Shake', 'Hyderabadi Chicken Dum Biryani')",0
19267,"('Choclate Shake', 'Veg Roll & Biryani Combo')",0
19268,"('Choclate Shake', 'Vegetable cheese')",0
19269,"('Choclate Shake', 'Veg Platter')",0
19270,"('Choclate Shake', 'Chicken Reshmi Kebab')",0
19271,"('Choclate Shake', 'Vegetable Cheese Half')",0
19272,"('Choclate Shake', 'Curd')",0
19273,"('Choclate Shake', 'Chicken Clear Soup')",0
19274,"('Choclate Shake', 'Palak Corn')",0
19275,"('Choclate Shake', 'Bread butter cheese')",0
19276,"('Choclate Shake', 'Green Tea')",0
19277,"('Choclate Shake', 'egg masala')",0
19278,"('Choclate Shake', 'Palak Paneer')",0
19279,"('Choclate Shake', 'Masala Cheese Half')",0
19280,"('Choclate Shake', 'Egg Boiled Fry')",0
19281,"('Choclate Shake', 'muttor paneer')",0
19282,"('Choclate Shake', 'Veg Monchow')",0
19283,"('Choclate Shake', 'Veg Soup')",0
19284,"('Choclate Shake', 'Singapuri Noodles')",0
19285,"('Choclate Shake', 'Veg Jalfrezi')",0
19286,"('Choclate Shake', 'Veg Lemon Coriander')",0
19287,"('Choclate Shake', 'Shimla cheese Paneer Half')",0
19288,"('Choclate Shake', 'Bati')",0
19289,"('Choclate Shake', 'Masala Mayo Cheese Half')",0
19290,"('Choclate Shake', 'Mushroom Burger')",0
19291,"('Choclate Shake', 'Paneer Bhurji')",0
19292,"('Choclate Shake', 'Peanut chaat')",0
19293,"('Choclate Shake', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19294,"('Choclate Shake', 'Keema Kaleji')",0
19295,"('Choclate Shake', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19296,"('Choclate Shake', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19297,"('Choclate Shake', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19298,"('Choclate Shake', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
19299,"('Choclate Shake', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19300,"('Choclate Shake', 'Chicken Rara [8 Piece]')",0
19301,"('Choclate Shake', 'Veg Chilly Garlic Noodles')",0
19302,"('Choclate Shake', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19303,"('Choclate Shake', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19304,"('Choclate Shake', 'Paneer Lababdaar')",0
19305,"('Vegetable Mayo cheese', 'Chilly Chicken')",0
19306,"('Vegetable Mayo cheese', 'Tandoori Malai Chicken')",0
19307,"('Vegetable Mayo cheese', 'Aloo Muttor')",0
19308,"('Vegetable Mayo cheese', 'Fish Finger')",0
19309,"('Vegetable Mayo cheese', 'Mix Paratha')",0
19310,"('Vegetable Mayo cheese', 'Kaju curry')",0
19311,"('Vegetable Mayo cheese', 'Masala')",1
19312,"('Vegetable Mayo cheese', 'Vegetable')",2
19313,"('Vegetable Mayo cheese', 'Paneer Handi')",0
19314,"('Vegetable Mayo cheese', 'Bhindi masala')",0
19315,"('Vegetable Mayo cheese', 'Muttor Pulav')",0
19316,"('Vegetable Mayo cheese', 'Vegetable Maggi')",0
19317,"('Vegetable Mayo cheese', 'Lassi')",0
19318,"('Vegetable Mayo cheese', 'Boiled Egg')",0
19319,"('Vegetable Mayo cheese', 'Vegetable Chesse Maggi')",0
19320,"('Vegetable Mayo cheese', 'Chicken Hot n Sour')",0
19321,"('Vegetable Mayo cheese', 'Chicken Soup')",0
19322,"('Vegetable Mayo cheese', 'Veg Raita')",0
19323,"('Vegetable Mayo cheese', 'Chicken Monchow')",0
19324,"('Vegetable Mayo cheese', 'Boiled Fry')",0
19325,"('Vegetable Mayo cheese', 'Punjabi Salad')",0
19326,"('Vegetable Mayo cheese', 'Tandoori Chicken Pahadi')",0
19327,"('Vegetable Mayo cheese', 'Fish Tikka Masala')",0
19328,"('Vegetable Mayo cheese', 'chicken masala full')",0
19329,"('Vegetable Mayo cheese', 'Hyderabadi Chicken Dum Biryani')",0
19330,"('Vegetable Mayo cheese', 'Veg Roll & Biryani Combo')",0
19331,"('Vegetable Mayo cheese', 'Vegetable cheese')",0
19332,"('Vegetable Mayo cheese', 'Veg Platter')",0
19333,"('Vegetable Mayo cheese', 'Chicken Reshmi Kebab')",0
19334,"('Vegetable Mayo cheese', 'Vegetable Cheese Half')",0
19335,"('Vegetable Mayo cheese', 'Curd')",0
19336,"('Vegetable Mayo cheese', 'Chicken Clear Soup')",0
19337,"('Vegetable Mayo cheese', 'Palak Corn')",0
19338,"('Vegetable Mayo cheese', 'Bread butter cheese')",0
19339,"('Vegetable Mayo cheese', 'Green Tea')",0
19340,"('Vegetable Mayo cheese', 'egg masala')",0
19341,"('Vegetable Mayo cheese', 'Palak Paneer')",0
19342,"('Vegetable Mayo cheese', 'Masala Cheese Half')",0
19343,"('Vegetable Mayo cheese', 'Egg Boiled Fry')",0
19344,"('Vegetable Mayo cheese', 'muttor paneer')",0
19345,"('Vegetable Mayo cheese', 'Veg Monchow')",0
19346,"('Vegetable Mayo cheese', 'Veg Soup')",0
19347,"('Vegetable Mayo cheese', 'Singapuri Noodles')",0
19348,"('Vegetable Mayo cheese', 'Veg Jalfrezi')",0
19349,"('Vegetable Mayo cheese', 'Veg Lemon Coriander')",0
19350,"('Vegetable Mayo cheese', 'Shimla cheese Paneer Half')",0
19351,"('Vegetable Mayo cheese', 'Bati')",0
19352,"('Vegetable Mayo cheese', 'Masala Mayo Cheese Half')",0
19353,"('Vegetable Mayo cheese', 'Mushroom Burger')",0
19354,"('Vegetable Mayo cheese', 'Paneer Bhurji')",0
19355,"('Vegetable Mayo cheese', 'Peanut chaat')",0
19356,"('Vegetable Mayo cheese', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19357,"('Vegetable Mayo cheese', 'Keema Kaleji')",0
19358,"('Vegetable Mayo cheese', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19359,"('Vegetable Mayo cheese', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19360,"('Vegetable Mayo cheese', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19361,"('Vegetable Mayo cheese', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
19362,"('Vegetable Mayo cheese', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19363,"('Vegetable Mayo cheese', 'Chicken Rara [8 Piece]')",0
19364,"('Vegetable Mayo cheese', 'Veg Chilly Garlic Noodles')",0
19365,"('Vegetable Mayo cheese', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19366,"('Vegetable Mayo cheese', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19367,"('Vegetable Mayo cheese', 'Paneer Lababdaar')",0
19368,"('Chilly Chicken', 'Tandoori Malai Chicken')",1
19369,"('Chilly Chicken', 'Aloo Muttor')",0
19370,"('Chilly Chicken', 'Fish Finger')",0
19371,"('Chilly Chicken', 'Mix Paratha')",1
19372,"('Chilly Chicken', 'Kaju curry')",1
19373,"('Chilly Chicken', 'Masala')",2
19374,"('Chilly Chicken', 'Vegetable')",0
19375,"('Chilly Chicken', 'Paneer Handi')",0
19376,"('Chilly Chicken', 'Bhindi masala')",0
19377,"('Chilly Chicken', 'Muttor Pulav')",0
19378,"('Chilly Chicken', 'Vegetable Maggi')",0
19379,"('Chilly Chicken', 'Lassi')",0
19380,"('Chilly Chicken', 'Boiled Egg')",0
19381,"('Chilly Chicken', 'Vegetable Chesse Maggi')",0
19382,"('Chilly Chicken', 'Chicken Hot n Sour')",0
19383,"('Chilly Chicken', 'Chicken Soup')",0
19384,"('Chilly Chicken', 'Veg Raita')",1
19385,"('Chilly Chicken', 'Chicken Monchow')",0
19386,"('Chilly Chicken', 'Boiled Fry')",0
19387,"('Chilly Chicken', 'Punjabi Salad')",0
19388,"('Chilly Chicken', 'Tandoori Chicken Pahadi')",1
19389,"('Chilly Chicken', 'Fish Tikka Masala')",0
19390,"('Chilly Chicken', 'chicken masala full')",0
19391,"('Chilly Chicken', 'Hyderabadi Chicken Dum Biryani')",0
19392,"('Chilly Chicken', 'Veg Roll & Biryani Combo')",0
19393,"('Chilly Chicken', 'Vegetable cheese')",0
19394,"('Chilly Chicken', 'Veg Platter')",0
19395,"('Chilly Chicken', 'Chicken Reshmi Kebab')",1
19396,"('Chilly Chicken', 'Vegetable Cheese Half')",0
19397,"('Chilly Chicken', 'Curd')",0
19398,"('Chilly Chicken', 'Chicken Clear Soup')",0
19399,"('Chilly Chicken', 'Palak Corn')",1
19400,"('Chilly Chicken', 'Bread butter cheese')",0
19401,"('Chilly Chicken', 'Green Tea')",0
19402,"('Chilly Chicken', 'egg masala')",0
19403,"('Chilly Chicken', 'Palak Paneer')",0
19404,"('Chilly Chicken', 'Masala Cheese Half')",0
19405,"('Chilly Chicken', 'Egg Boiled Fry')",0
19406,"('Chilly Chicken', 'muttor paneer')",0
19407,"('Chilly Chicken', 'Veg Monchow')",0
19408,"('Chilly Chicken', 'Veg Soup')",0
19409,"('Chilly Chicken', 'Singapuri Noodles')",0
19410,"('Chilly Chicken', 'Veg Jalfrezi')",0
19411,"('Chilly Chicken', 'Veg Lemon Coriander')",0
19412,"('Chilly Chicken', 'Shimla cheese Paneer Half')",0
19413,"('Chilly Chicken', 'Bati')",1
19414,"('Chilly Chicken', 'Masala Mayo Cheese Half')",0
19415,"('Chilly Chicken', 'Mushroom Burger')",0
19416,"('Chilly Chicken', 'Paneer Bhurji')",0
19417,"('Chilly Chicken', 'Peanut chaat')",0
19418,"('Chilly Chicken', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19419,"('Chilly Chicken', 'Keema Kaleji')",0
19420,"('Chilly Chicken', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19421,"('Chilly Chicken', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19422,"('Chilly Chicken', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19423,"('Chilly Chicken', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
19424,"('Chilly Chicken', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19425,"('Chilly Chicken', 'Chicken Rara [8 Piece]')",0
19426,"('Chilly Chicken', 'Veg Chilly Garlic Noodles')",0
19427,"('Chilly Chicken', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19428,"('Chilly Chicken', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19429,"('Chilly Chicken', 'Paneer Lababdaar')",1
19430,"('Tandoori Malai Chicken', 'Aloo Muttor')",0
19431,"('Tandoori Malai Chicken', 'Fish Finger')",0
19432,"('Tandoori Malai Chicken', 'Mix Paratha')",0
19433,"('Tandoori Malai Chicken', 'Kaju curry')",0
19434,"('Tandoori Malai Chicken', 'Masala')",0
19435,"('Tandoori Malai Chicken', 'Vegetable')",0
19436,"('Tandoori Malai Chicken', 'Paneer Handi')",0
19437,"('Tandoori Malai Chicken', 'Bhindi masala')",0
19438,"('Tandoori Malai Chicken', 'Muttor Pulav')",0
19439,"('Tandoori Malai Chicken', 'Vegetable Maggi')",0
19440,"('Tandoori Malai Chicken', 'Lassi')",0
19441,"('Tandoori Malai Chicken', 'Boiled Egg')",0
19442,"('Tandoori Malai Chicken', 'Vegetable Chesse Maggi')",0
19443,"('Tandoori Malai Chicken', 'Chicken Hot n Sour')",0
19444,"('Tandoori Malai Chicken', 'Chicken Soup')",0
19445,"('Tandoori Malai Chicken', 'Veg Raita')",0
19446,"('Tandoori Malai Chicken', 'Chicken Monchow')",0
19447,"('Tandoori Malai Chicken', 'Boiled Fry')",0
19448,"('Tandoori Malai Chicken', 'Punjabi Salad')",0
19449,"('Tandoori Malai Chicken', 'Tandoori Chicken Pahadi')",0
19450,"('Tandoori Malai Chicken', 'Fish Tikka Masala')",0
19451,"('Tandoori Malai Chicken', 'chicken masala full')",0
19452,"('Tandoori Malai Chicken', 'Hyderabadi Chicken Dum Biryani')",0
19453,"('Tandoori Malai Chicken', 'Veg Roll & Biryani Combo')",0
19454,"('Tandoori Malai Chicken', 'Vegetable cheese')",0
19455,"('Tandoori Malai Chicken', 'Veg Platter')",0
19456,"('Tandoori Malai Chicken', 'Chicken Reshmi Kebab')",0
19457,"('Tandoori Malai Chicken', 'Vegetable Cheese Half')",0
19458,"('Tandoori Malai Chicken', 'Curd')",0
19459,"('Tandoori Malai Chicken', 'Chicken Clear Soup')",0
19460,"('Tandoori Malai Chicken', 'Palak Corn')",0
19461,"('Tandoori Malai Chicken', 'Bread butter cheese')",0
19462,"('Tandoori Malai Chicken', 'Green Tea')",0
19463,"('Tandoori Malai Chicken', 'egg masala')",0
19464,"('Tandoori Malai Chicken', 'Palak Paneer')",0
19465,"('Tandoori Malai Chicken', 'Masala Cheese Half')",0
19466,"('Tandoori Malai Chicken', 'Egg Boiled Fry')",0
19467,"('Tandoori Malai Chicken', 'muttor paneer')",0
19468,"('Tandoori Malai Chicken', 'Veg Monchow')",0
19469,"('Tandoori Malai Chicken', 'Veg Soup')",0
19470,"('Tandoori Malai Chicken', 'Singapuri Noodles')",0
19471,"('Tandoori Malai Chicken', 'Veg Jalfrezi')",0
19472,"('Tandoori Malai Chicken', 'Veg Lemon Coriander')",0
19473,"('Tandoori Malai Chicken', 'Shimla cheese Paneer Half')",0
19474,"('Tandoori Malai Chicken', 'Bati')",0
19475,"('Tandoori Malai Chicken', 'Masala Mayo Cheese Half')",0
19476,"('Tandoori Malai Chicken', 'Mushroom Burger')",0
19477,"('Tandoori Malai Chicken', 'Paneer Bhurji')",0
19478,"('Tandoori Malai Chicken', 'Peanut chaat')",0
19479,"('Tandoori Malai Chicken', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19480,"('Tandoori Malai Chicken', 'Keema Kaleji')",0
19481,"('Tandoori Malai Chicken', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19482,"('Tandoori Malai Chicken', 'Egg Curry [2 Egg] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19483,"('Tandoori Malai Chicken', 'Dal Tadka with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19484,"('Tandoori Malai Chicken', 'Panner Butter Masala with 3 Whole Wheat Tandoori Roti [Serves 1')",0
19485,"('Tandoori Malai Chicken', 'Chicken Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19486,"('Tandoori Malai Chicken', 'Chicken Rara [8 Piece]')",0
19487,"('Tandoori Malai Chicken', 'Veg Chilly Garlic Noodles')",0
19488,"('Tandoori Malai Chicken', 'Sev Tamatar with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19489,"('Tandoori Malai Chicken', 'Mutton Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19490,"('Tandoori Malai Chicken', 'Paneer Lababdaar')",0
19491,"('Aloo Muttor', 'Fish Finger')",0
19492,"('Aloo Muttor', 'Mix Paratha')",0
19493,"('Aloo Muttor', 'Kaju curry')",0
19494,"('Aloo Muttor', 'Masala')",1
19495,"('Aloo Muttor', 'Vegetable')",1
19496,"('Aloo Muttor', 'Paneer Handi')",0
19497,"('Aloo Muttor', 'Bhindi masala')",0
19498,"('Aloo Muttor', 'Muttor Pulav')",1
19499,"('Aloo Muttor', 'Vegetable Maggi')",1
19500,"('Aloo Muttor', 'Lassi')",0
19501,"('Aloo Muttor', 'Boiled Egg')",0
19502,"('Aloo Muttor', 'Vegetable Chesse Maggi')",0
19503,"('Aloo Muttor', 'Chicken Hot n Sour')",0
19504,"('Aloo Muttor', 'Chicken Soup')",0
19505,"('Aloo Muttor', 'Veg Raita')",0
19506,"('Aloo Muttor', 'Chicken Monchow')",0
19507,"('Aloo Muttor', 'Boiled Fry')",0
19508,"('Aloo Muttor', 'Punjabi Salad')",0
19509,"('Aloo Muttor', 'Tandoori Chicken Pahadi')",0
19510,"('Aloo Muttor', 'Fish Tikka Masala')",0
19511,"('Aloo Muttor', 'chicken masala full')",0
19512,"('Aloo Muttor', 'Hyderabadi Chicken Dum Biryani')",0
19513,"('Aloo Muttor', 'Veg Roll & Biryani Combo')",0
19514,"('Aloo Muttor', 'Vegetable cheese')",0
19515,"('Aloo Muttor', 'Veg Platter')",0
19516,"('Aloo Muttor', 'Chicken Reshmi Kebab')",0
19517,"('Aloo Muttor', 'Vegetable Cheese Half')",0
19518,"('Aloo Muttor', 'Curd')",0
19519,"('Aloo Muttor', 'Chicken Clear Soup')",0
19520,"('Aloo Muttor', 'Palak Corn')",0
19521,"('Aloo Muttor', 'Bread butter cheese')",0
19522,"('Aloo Muttor', 'Green Tea')",0
19523,"('Aloo Muttor', 'egg masala')",0
19524,"('Aloo Muttor', 'Palak Paneer')",0
19525,"('Aloo Muttor', 'Masala Cheese Half')",0
19526,"('Aloo Muttor', 'Egg Boiled Fry')",0
19527,"('Aloo Muttor', 'muttor paneer')",0
19528,"('Aloo Muttor', 'Veg Monchow')",0
19529,"('Aloo Muttor', 'Veg Soup')",0
19530,"('Aloo Muttor', 'Singapuri Noodles')",0
19531,"('Aloo Muttor', 'Veg Jalfrezi')",0
19532,"('Aloo Muttor', 'Veg Lemon Coriander')",0
19533,"('Aloo Muttor', 'Shimla cheese Paneer Half')",0
19534,"('Aloo Muttor', 'Bati')",0
19535,"('Aloo Muttor', 'Masala Mayo Cheese Half')",0
19536,"('Aloo Muttor', 'Mushroom Burger')",0
19537,"('Aloo Muttor', 'Paneer Bhurji')",0
19538,"('Aloo Muttor', 'Peanut chaat')",0
19539,"('Aloo Muttor', 'Mutton Curry [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
19540,"('Aloo Muttor', 'Keema Kaleji')",0
19541,"('Aloo Muttor', 'Chicken Home Style [2 piece] with 3 Whole Wheat Tandoori Roti [Serves 1]')",0
